external_author_id,author,content,region,language,publish_date,harvested_date,following,followers,updates,post_type,account_type,retweet,account_category,new_june_2018,alt_external_id,tweet_id,article_url,tco1_step1,tco2_step1,tco3_step1,sentiment
895000000000000000,AMBERRPAR,RT FaithGoldy: #Charlottesville DOUBLE STANDARD: antifa allowed to march!!! https://t.co/MSbYLGfBdf,Unknown,English,8/13/2017 1:25,8/13/2017 1:26,22,7,480,,Right,0,RightTroll,0,894787222964101120,896543223748771840,http://twitter.com/894787222964101120/statuses/896543223748771840,https://www.pscp.tv/w/bF3jCDFkclFlWlB4cUd2S2J8MXlOR2FtUllZQWdHarjzYfQQRzy4yLgTc0Ae8yRmJZXlPpa8WrOtY0wKG-b0,,,Neutral
890000000000000000,ABMERRLINS,LOL : Transgendered Navy SEAL Challenges Trump to a FIGHT https://t.co/ilUb7To3Ja https://t.co/CEefieNiuK,Unknown,English,7/27/2017 12:41,7/27/2017 12:41,0,0,117,,Right,0,RightTroll,0,889750450882453504,890552618099122180,http://twitter.com/889750450882453504/statuses/890552618099122180,https://twitter.com/abmerrlins/status/890552618099122180/photo/1,http://ift.tt/2vaKdGE,,Positive
871000000000000000,ANDIOSMARRTRUMP,"Americans sorting themselves along party lines, says Cook Political Report https://t.co/GlyLBqK8x6",Unknown,English,6/11/2017 22:27,6/11/2017 22:27,2865,711,478,,Right,0,RightTroll,0,870647274833145857,874030294604689410,http://twitter.com/870647274833145857/statuses/874030294604689410,http://ceesty.com/qKsSy7,,,Neutral
895000000000000000,AMYYSLEGENTR,"gshelley13 piersmorgan Thats happening now, its called antifa and BLM.",Unknown,English,8/17/2017 1:25,8/17/2017 1:25,26,3,1069,,Right,0,RightTroll,0,894794223207161856,897992740331499520,http://twitter.com/894794223207161856/statuses/897992740331499520,,,,Neutral
87588938,ANZGRI,"'@Russia_calls @igap а я так и не успел с ним курнуть, накатить, и сидя у костра, напевая наши казачьи песни, обсудить нигилизмы, и доярок('",United States,Ukrainian,3/18/2016 14:36,3/18/2016 14:36,35,1286,58286,,Russian,0,NonEnglish,0,87588938,710837190339796992,http://twitter.com/anzgri/statuses/710837190339796992,,,,Neutral
893000000000000000,ADNNELSTR,"Bernie Sanders to America: Do what I say, not what I do. America to patriots: Enlist in the #USFA at… https://t.co/EI6t77KOKA",Unknown,English,8/12/2017 2:36,8/12/2017 2:36,948,80,681,,Right,0,RightTroll,0,893370639309996032,896198606318948352,http://twitter.com/893370639309996032/statuses/896198606318948352,https://twitter.com/i/web/status/896197099817185280,,,Neutral
893000000000000000,ADNNELSTR,RT USFreedomArmy: The socialist version of trick or treat. With your candy. Enlist with us at … https://t.co/SUeMCrnyqt,United States,English,8/16/2017 20:17,8/16/2017 20:17,1944,286,4354,,Right,0,RightTroll,0,893370639309996032,897915287391088646,http://twitter.com/893370639309996032/statuses/897915287391088646,https://twitter.com/USFreedomArmy/status/525421411222188033/photo/1,,,Neutral
2790253993,ANTONOVMENMENCO,'@Kuznetsovabobsc Always spectacular at the Ice Hotel. New ice art every year. People from all over the world come here.',Unknown,English,5/26/2015 13:07,5/26/2015 13:07,217,225,5461,,Russian,0,NonEnglish,0,2790253993,603185584182530048,http://twitter.com/Antonovmenmenco/statuses/603185584182530048,,,,Positive
895000000000000000,ANDEERLWR,#anderr LOL! Trump Just Called Jim Acosta “FAKE NEWS” Right To His Face! https://t.co/rQQqYPiU0P https://t.co/tWyD2CUT8b,United States,English,8/15/2017 0:16,8/15/2017 0:16,21,3,358,,Right,0,RightTroll,0,894808551574695937,897250702413713408,http://twitter.com/894808551574695937/statuses/897250702413713408,https://twitter.com/andeerLWr/status/897250702413713408/photo/1,http://ift.tt/2uWRZiS,,Positive
895000000000000000,AMELINAASTR,#ameliss WTF VIDEO : Look What LOSER Al Gore is Suggesting Trump Do https://t.co/bALmyGAB5v #amelin https://t.co/V0GPmGzvMn,United States,English,8/18/2017 6:19,8/18/2017 6:19,1013,158,771,,Right,0,RightTroll,0,894789471203336193,898429166076297216,http://twitter.com/894789471203336193/statuses/898429166076297216,https://twitter.com/AmelinaasTR/status/898429166076297216/photo/1,http://ift.tt/2vI2biQ,,Negative
2878166306,ANDYHASHTAGGER,Bathe in alcohol #MyVacationGoals https://t.co/WAfJhn6ZJc,United States,English,6/6/2016 13:34,6/6/2016 13:34,19173,22224,9904,,Hashtager,0,HashtagGamer,1,2878166306,739812681289478144,http://twitter.com/AndyHashtagger/statuses/739812681289478144,https://twitter.com/AndyHashtagger/status/739812681289478144/photo/1,,,Neutral
891000000000000000,AFEELIUTR,#ade BREAKING : Clinton-Lynch Tarmac Meeting Case Reopened By FBI https://t.co/npYMpOUK7Y #aded https://t.co/5WfjlEeMOL,United States,English,8/17/2017 0:50,8/17/2017 0:50,3923,1190,1337,,Right,0,RightTroll,0,891183122305486848,897983984277356544,http://twitter.com/891183122305486848/statuses/897983984277356544,https://twitter.com/afeeliutr/status/897983984277356544/photo/1,http://ift.tt/2i8aPm2,,Neutral
3312143142,4MYSQUAD,'@hogrider30 hahaaa Remember me!Imma nigga! And if we all are 'CRIMINALS' as YA say why don't ya scared?!mmm?Try to choose: be silent or dead',United States,English,8/30/2015 17:23,8/30/2015 17:32,818,542,1657,,Left,0,LeftTroll,0,3312143142,638039448869998593,http://twitter.com/4mysquad/statuses/638039448869998593,,,,Negative
1679279490,AMELIEBALDWIN,#TrumpBecause he’s not afraid of telling the truth @RealDonaldTrump ☕️☕️☕️,United States,English,8/13/2015 17:38,8/13/2015 17:38,492,369,1626,,Right,0,RightTroll,0,1679279490,631882533240709120,http://twitter.com/AmelieBaldwin/statuses/631882533240709120,,,,Positive
895000000000000000,ANAAISLEC,RT w_terrence: Why are people protesting like we living in the 1930s or the 1940s? We all bleed red so go home and… https://t.co/Xcr6sd3nXm,Unknown,English,8/15/2017 13:02,8/15/2017 13:03,37,61,1529,,Right,0,RightTroll,0,894801330912546817,897443367088513024,http://twitter.com/894801330912546817/statuses/897443367088513024,https://www.pscp.tv/w/bGD0fDFQbUtxUnpOeXhqb1l8MWRqR1hMWG9kRHpHWl3FvCVK3Fkp9PHy8kb2Skpqu8jUfAof6tJthI9K6eh8,,,Neutral
4036537452,4MYSQUAD,Because not all of our heroes are from the past #BlackLivesMatter #BlackHistoryMonth https://t.co/BaZtctibpb,United States,English,2/2/2016 22:59,2/2/2016 22:59,4365,2475,1008,,Left,0,LeftTroll,0,4036537452,694656302534930432,http://twitter.com/4mysquad/statuses/694656302534930432,https://twitter.com/4mysquad/status/694656302534930432/photo/1,,,Negative
895000000000000000,ANAALESSIS,"#Ame McMaster Sides with Liberal Media, Calls Charlottesville Car Incident “Terrorism” https://t.co/XxGAS09NGZ https://t.co/H3Z4NG9rvE",Unknown,English,8/14/2017 14:39,8/14/2017 14:39,21,3,604,,Right,0,RightTroll,0,894798854717140992,897105339799285760,http://twitter.com/894798854717140992/statuses/897105339799285760,https://twitter.com/anaaleSSIs/status/897105339799285760/photo/1,http://ift.tt/2vxbZwa,,Neutral
895000000000000000,ASWWIMMORRIS,Sanctuary City Clown Rahm Emanuel Trying to “Take on Trump” https://t.co/hvB9fOTFt0 https://t.co/FcRcvInBPM,Unknown,English,8/11/2017 13:08,8/11/2017 13:08,0,0,157,,Right,0,RightTroll,0,895224264424648704,895995269178728449,http://twitter.com/895224264424648704/statuses/895995269178728449,https://twitter.com/aswwimMOrris/status/895995269178728449/photo/1,http://ift.tt/2hRnHNe,,Neutral
893000000000000000,ADNNELSTR,Where are the American jobs? Coming home soon we think. Enlist in our patriot army at https://t.co/MrNAsE0zwK https://t.co/6W0JoHfO8Z,United States,English,8/18/2017 13:37,8/18/2017 13:37,1938,389,5738,,Right,0,RightTroll,0,893370639309996032,898539308788973569,http://twitter.com/893370639309996032/statuses/898539308788973569,https://twitter.com/i/web/status/898539230661550082,http://ift.tt/2eKEDyA,,Neutral
895000000000000000,AMBERRPAR,"RT tammiedortch: seanhannity gussyk24 mmfa georgesoros POTUS Notice it said ""distribute wealth UP"" or any other wa… https://t.co/cO5JjqOGcM",Unknown,English,8/16/2017 0:34,8/16/2017 0:34,22,7,822,,Right,0,RightTroll,0,894787222964101120,897617481124245505,http://twitter.com/894787222964101120/statuses/897617481124245505,https://twitter.com/i/web/status/897616483760693248,,,Negative
802673000000000000,ALBUQUERQUEON,Albuquerque police officer honored for saving infant’s life https://t.co/qmkHRvJsFR https://t.co/VZmUpKtekO,Unknown,English,12/3/2016 0:12,12/3/2016 0:12,60,3,159,,local,0,NewsFeed,1,802673478130434048,804840638713921536,http://twitter.com/802673478130434048/statuses/804840638713921536,https://twitter.com/AlbuquerqueOn/status/804840638713921536/photo/1,http://krqe.com/2016/12/02/albuquerque-police-officer-honored-for-saving-infants-life/,,Neutral
2944766250,ATLANTA_ONLINE,Rome police officers buy groceries for teen caught shoplifting https://t.co/N438zdnFlQ https://t.co/TcwhTMrjvn,United States,English,3/21/2017 12:05,3/21/2017 12:05,10917,18053,7747,,local,0,NewsFeed,0,2944766250,844157994552250368,http://twitter.com/2944766250/statuses/844157994552250368,https://twitter.com/Atlanta_Online/status/844157994552250368/photo/1,http://www.fox5atlanta.com/news/242899311-story,,Neutral
895000000000000000,AURRLISTR,RT 3lectric5heep: Ann Coulter DESTROYS Mitt Romney for Siding with ANTIFA Over Trump https://t.co/azSqUHeswC 3lectric5heep,United States,English,8/17/2017 7:54,8/17/2017 7:54,775,2,1080,,Right,0,RightTroll,0,895227796661915648,898090595264188416,http://twitter.com/895227796661915648/statuses/898090595264188416,http://ow.ly/aaAF100LsoP,,,Neutral
895000000000000000,ANAALESSIS,#Ame WATCH: #AltLeft Terror Group Antifa Beats a Man For Wearing a TRUMP SHIRT https://t.co/a7tuRHuPJP https://t.co/JJ0BTUv8Xm,Unknown,English,8/17/2017 10:03,8/17/2017 10:03,1004,138,1110,,Right,0,RightTroll,0,894798854717140992,898123141280669696,http://twitter.com/894798854717140992/statuses/898123141280669696,https://twitter.com/anaaleSSIs/status/898123141280669696/photo/1,http://ift.tt/2uLjqRu,,Neutral
2944766250,ATLANTA_ONLINE,Stricter rules for city creation pass Georgia Senate https://t.co/bVmWl2Yzhu \| https://t.co/1KPXto2HfW,United States,English,2/29/2016 22:34,2/29/2016 22:34,10957,15899,9430,,local,0,NewsFeed,0,2944766250,704434591088574464,http://twitter.com/Atlanta_Online/statuses/704434591088574464,https://twibble.io,http://twib.in/l/4yB4xj6ddGE,,Neutral
871000000000000000,ANDIOSMARRTRUMP,"Idiot Kathy Griffin Attacks Trump AGAIN, Gets ROASTED by Trump Supporters https://t.co/WHYj2KJ5sn https://t.co/cquphQWanj",Unknown,English,6/30/2017 16:49,6/30/2017 16:50,2848,1046,1264,,Right,0,RightTroll,0,870647274833145857,880830758075682816,http://twitter.com/870647274833145857/statuses/880830758075682816,https://twitter.com/EissyT56T/status/880827556320206848/photo/1,http://ift.tt/2sYVwPW,,Negative
2944766250,ATLANTA_ONLINE,Woman dies after shooting in Waffle House parking lot https://t.co/7EX94B1iiL https://t.co/SfxDNH9nml,United States,English,6/13/2017 9:40,6/13/2017 9:40,12017,18653,9039,,local,0,NewsFeed,0,2944766250,874562023987740673,http://twitter.com/2944766250/statuses/874562023987740673,https://twitter.com/Atlanta_Online/status/874562023987740673/photo/1,http://www.fox5atlanta.com/news/260753495-story,,Neutral
87588938,ANZGRI,'@TMLN_doc это же инсульт',United States,Russian,12/20/2015 16:00,12/20/2015 16:00,35,1278,57025,,Russian,0,NonEnglish,0,87588938,678605875712557056,http://twitter.com/anzgri/statuses/678605875712557056,,,,Neutral
2944766250,ATLANTA_ONLINE,"House Republicans, Georgia delegation mull budget options https://t.co/Xc0yL4awpv \| https://t.co/1KPXto2HfW https://t.co/aHlqnYnuD5",United States,English,2/13/2016 5:36,2/13/2016 5:36,10821,15433,8835,,local,0,NewsFeed,0,2944766250,698380177991053312,http://twitter.com/Atlanta_Online/statuses/698380177991053312,https://twitter.com/Atlanta_Online/status/698380177991053312/photo/1,https://twibble.io,http://twib.in/l/zGbRE9bRykr,Neutral
1657833811,ADRIENNE_GG,The 60s #ThingsInventedWhileHigh,United States,English,9/5/2016 11:39,9/5/2016 11:39,1380,1089,1592,,Hashtager,0,HashtagGamer,0,1657833811,772761088999890944,http://twitter.com/Adrienne_GG/statuses/772761088999890944,,,,Neutral
